teacher_to_student_ratio,school_type,mock_result,NECTA_result
60,Private,F,0
46,Private,D,1
59,Private,D,0
33,Private,D,1
36,Private,F,0
25,Private,C,1
37,Private,C,1
20,Private,C,1
40,Private,D,1
25,Private,B,1
25,Private,A,1
33,Private,C,1
28,Private,A,1
37,Private,C,1
50,Private,D,0
48,Private,D,0
43,Private,D,1
20,Private,C,1
62,Private,D,1
37,Private,F,0
28,Private,A,1
29,Private,F,0
25,Private,D,1
44,Private,B,1
20,Private,B,1
42,Private,C,1
53,Private,F,0
24,Private,C,1
43,Private,F,0
23,Private,C,1
44,Private,F,0
54,Private,F,0
46,Private,C,1
40,Private,F,1
29,Private,F,1
33,Private,C,1
23,Private,C,1
36,Private,D,1
46,Private,D,1
58,Private,F,0
24,Private,C,1
49,Private,F,0
49,Private,F,0
30,Private,C,1
69,Private,F,0
32,Private,C,1
38,Private,D,1
23,Private,C,1
34,Private,C,1
29,Private,C,1
30,Private,B,1
51,Private,D,0
64,Private,F,0
22,Private,A,1
27,Private,C,1
53,Private,D,0
60,Private,D,1
35,Private,A,1
31,Private,C,1
20,Private,C,1
38,Private,B,1
44,Private,F,0
32,Private,C,1
55,Private,F,0
30,Private,C,1
25,Private,A,1
41,Private,B,1
28,Private,C,1
20,Private,C,1
35,Private,D,0
60,Private,D,1
27,Private,C,1
28,Private,C,1
38,Private,A,1
21,Private,A,1
43,Private,F,0
52,Private,D,1
36,Private,D,0
27,Private,C,1
48,Private,F,0
28,Private,B,1
48,Private,F,0
52,Private,D,0
54,Private,D,1
25,Private,C,1
34,Private,C,1
43,Private,F,0
64,Private,D,1
25,Private,C,1
20,Private,C,1
28,Private,D,1
37,Private,C,1
60,Private,F,0
41,Private,C,1
35,Private,F,0
48,Private,D,0
22,Private,C,1
38,Private,D,1
55,Private,F,0
41,Private,D,1
27,Private,C,1
41,Private,D,1
36,Private,C,1
43,Private,D,1
48,Private,D,0
49,Private,F,0
58,Private,F,0
43,Private,F,0
33,Private,C,1
34,Private,C,1
21,Private,C,1
33,Private,C,1
29,Private,F,0
46,Private,D,1
37,Private,C,1
45,Private,D,0
43,Private,D,1
28,Private,D,1
40,Private,F,0
34,Private,C,1
40,Private,D,1
35,Private,D,1
41,Private,F,0
30,Private,B,1
20,Private,B,1
22,Private,C,1
48,Private,D,0
38,Private,A,1
41,Private,D,0
44,Private,F,0
35,Private,D,1
40,Private,D,0
51,Private,D,1
27,Private,C,1
43,Private,C,1
45,Private,F,0
28,Private,C,1
34,Private,C,1
65,Private,D,1
20,Private,A,1
39,Private,D,1
27,Private,B,1
28,Private,A,1
30,Private,C,1
26,Private,C,1
24,Private,C,1
56,Private,D,0
34,Private,D,1
51,Private,D,0
46,Private,D,1
38,Private,F,0
40,Private,F,1
59,Private,F,0
57,Private,D,0
47,Private,F,0
37,Private,F,0
42,Private,D,1
36,Private,D,1
51,Private,D,1
37,Private,F,0
60,Private,D,1
29,Private,C,1
39,Private,D,1
40,Private,F,0
35,Private,D,1
51,Private,D,0
33,Private,A,1
37,Private,C,1
44,Private,F,0
46,Private,C,1
59,Private,D,1
60,Private,D,1
45,Private,D,1
23,Private,B,1
47,Private,D,0
63,Private,F,0
34,Private,D,1
40,Private,D,0
51,Private,D,0
31,Private,B,1
35,Private,A,1
30,Private,A,1
44,Private,D,1
22,Private,C,1
65,Private,D,1
34,Private,F,0
35,Private,C,1
40,Private,B,1
32,Private,B,1
47,Private,D,0
39,Private,F,0
59,Private,F,0
28,Private,B,1
31,Private,F,0
48,Private,F,1
38,Private,A,1
28,Private,C,1
29,Private,C,1
20,Private,D,0
33,Private,D,1
38,Private,F,0
51,Private,D,0
40,Private,C,1
27,Private,C,1
38,Private,D,1
33,Private,A,1
26,Private,A,1
35,Private,C,1
32,Private,D,0
43,Private,F,1
36,Private,B,1
59,Private,D,0
33,Private,C,1
32,Private,C,1
25,Private,C,1
63,Private,F,0
48,Private,F,0
31,Private,B,1
31,Private,F,1
47,Private,F,0
57,Private,D,1
46,Private,F,0
20,Private,A,1
38,Private,C,1
58,Private,D,1
20,Private,D,1
50,Private,F,0
36,Private,C,1
42,Private,C,1
42,Private,D,1
44,Private,D,0
35,Private,C,1
38,Private,D,0
41,Private,D,0
20,Private,A,1
35,Private,F,0
45,Private,F,1
59,Private,F,0
39,Private,D,1
49,Private,D,0
41,Private,D,1
21,Private,C,1
29,Private,C,1
44,Private,F,0
47,Private,F,0
23,Private,C,1
47,Private,D,1
20,Private,A,1
35,Private,D,1
31,Private,C,1
31,Private,C,1
20,Private,C,1
33,Private,B,1
40,Private,F,0
39,Private,D,1
44,Private,D,1
27,Private,C,1
51,Private,D,1
38,Private,C,1
34,Private,D,1
22,Private,B,1
37,Private,A,1
30,Private,D,1
33,Private,D,0
56,Private,F,0
61,Private,F,1
52,Private,D,0
26,Private,C,1
55,Private,F,0
26,Private,C,1
42,Private,F,0
44,Private,F,0
28,Private,D,1
41,Private,D,0
36,Private,F,0
31,Private,C,1
51,Private,D,0
27,Private,F,0
55,Private,F,0
56,Private,D,1
30,Private,F,1
39,Private,F,0
28,Private,C,1
64,Private,F,0
47,Private,F,1
39,Private,C,1
27,Private,A,1
20,Private,B,1
42,Private,D,0
44,Private,D,1
31,Private,D,0
25,Private,B,1
30,Private,D,1
29,Private,A,1
20,Private,C,1
28,Private,D,1
49,Private,F,0
44,Private,D,1
38,Private,F,0
36,Private,D,1
55,Private,D,0
61,Private,F,1
28,Private,F,0
22,Private,C,1
59,Private,D,1
27,Private,C,1
53,Private,F,0
40,Private,D,1
55,Private,D,0
33,Private,B,1
29,Private,C,1
42,Private,F,0
20,Private,B,1
36,Private,D,1
31,Private,D,1
30,Private,C,1
48,Private,F,0
56,Private,D,1
28,Private,C,1
53,Private,F,0
29,Private,C,1
38,Private,F,1
50,Private,D,1
36,Private,C,1
25,Private,C,1
37,Private,F,0
51,Private,D,1
49,Private,F,0
54,Private,D,1
33,Private,C,1
37,Private,F,0
41,Private,D,1
23,Private,C,1
30,Private,C,1
32,Private,D,1
43,Private,C,1
22,Private,D,0
36,Private,A,1
37,Private,D,1
31,Private,D,0
30,Private,C,1
50,Private,F,0
38,Private,C,1
51,Private,F,0
38,Private,F,0
39,Private,D,0
48,Private,D,1
40,Private,F,0
36,Private,A,1
48,Private,D,1
47,Private,D,1
37,Private,C,1
22,Private,A,1
25,Private,C,1
49,Private,D,1
45,Private,F,0
45,Private,D,0
32,Private,C,1
51,Private,D,1
34,Private,D,1
26,Private,F,0
38,Private,C,1
30,Private,C,1
41,Private,C,1
26,Private,C,1
66,Private,D,0
31,Private,A,1
58,Private,F,0
40,Private,F,0
31,Private,C,1
20,Private,B,1
23,Private,C,1
32,Private,C,1
47,Private,F,0
32,Private,B,1
54,Private,F,0
35,Private,D,0
31,Private,A,1
36,Private,C,1
42,Private,,1
24,Private,B,1
52,Private,F,0
65,Private,F,0
50,Private,F,0
43,Private,D,1
22,Private,F,1
41,Private,C,1
30,Private,B,1
49,Private,F,1
46,Private,D,1
25,Private,C,1
24,Private,C,1
69,Private,D,1
35,Private,A,1
28,Private,B,1
27,Private,C,1
34,Private,C,1
24,Private,C,1
48,Private,F,0
33,Private,C,1
33,Private,D,1
42,Private,D,0
39,Private,A,1
59,Private,D,0
38,Private,F,0
38,Private,D,1
27,Private,D,0
22,Private,D,0
24,Private,C,1
29,Private,C,1
52,Private,D,0
30,Private,C,1
31,Private,B,1
30,Private,F,0
57,Private,D,0
32,Private,B,1
28,Private,A,1
38,Private,C,1
35,Private,F,1
43,Private,F,0
31,Private,C,1
38,Private,D,0
23,Private,B,1
26,Private,D,1
28,Private,C,1
37,Private,A,1
35,Private,D,0
70,Private,D,1
38,Private,F,0
33,Private,C,1
32,Private,A,1
31,Private,C,1
44,Private,F,0
25,Private,C,1
29,Private,C,1
47,Private,F,0
20,Private,A,1
31,Private,C,1
59,Private,F,1
28,Private,B,1
31,Private,D,1
37,Private,D,0
51,Private,F,1
26,Private,C,1
26,Private,F,0
57,Private,F,0
25,Private,B,1
28,Private,A,1
53,Private,D,1
42,Private,D,0
34,Private,D,0
24,Private,B,1
20,Private,A,1
33,Private,B,1
31,Private,C,1
38,Private,A,1
26,Private,B,1
25,Private,C,1
50,Private,D,0
45,Private,F,0
32,Private,C,1
55,Private,F,0
48,Private,D,1
30,Private,A,1
38,Private,F,0
25,Private,B,1
43,Private,D,1
52,Private,D,0
30,Private,A,1
29,Private,B,1
37,Private,F,0
41,Private,F,0
32,Private,A,1
53,Private,D,1
29,Private,F,0
37,Private,B,1
51,Private,F,1
30,Private,B,1
54,Private,F,0
39,Private,C,1
51,Private,D,1
32,Private,B,1
27,Private,B,1
37,Private,A,1
45,Private,F,0
42,Private,D,0
51,Private,F,0
40,Private,C,1
20,Private,C,1
47,Private,F,1
20,Private,C,1
56,Private,F,0
44,Private,F,1
38,Private,D,1
46,Private,F,0
43,Private,F,0
42,Private,D,1
47,Private,D,0
44,Private,D,1
54,Private,F,0
24,Private,A,1
21,Private,C,1
48,Private,F,0
37,Private,D,0
53,Private,D,1
38,Private,F,0
30,Private,A,1
20,Private,B,1
20,Private,B,1
40,Private,D,1
35,Private,B,1
59,Private,F,0
29,Private,D,0
50,Private,F,0
30,Private,A,1
25,Private,C,1
52,Private,F,0
52,Private,D,0
36,Private,F,0
57,Private,F,0
34,Private,F,0
40,Private,D,0
46,Private,D,1
58,Private,F,0
51,Private,F,0
47,Private,F,0
44,Private,D,1
30,Private,B,1
31,Private,A,1
44,Private,D,0
50,Private,F,0
56,Private,D,0
43,Private,C,1
36,Private,D,1
41,Private,D,1
37,Private,D,0
41,Private,D,1
30,Private,F,0
61,Private,D,0
50,Private,F,0
38,Private,A,1
42,Private,F,0
26,Private,C,1
55,Private,D,0
22,Private,B,1
37,Private,F,0
36,Private,D,0
25,Private,F,0
55,Private,F,0
22,Private,C,1
42,Private,D,1
48,Private,D,1
23,Private,A,1
25,Private,C,1
35,Private,B,1
30,Private,C,1
35,Private,B,1
20,Private,C,1
40,Private,F,0
32,Private,C,1
30,Private,C,1
46,Private,F,0
53,Private,F,0
37,Private,D,0
46,Private,D,1
37,Private,D,0
49,Private,D,1
27,Private,B,1
53,Private,D,0
33,Private,B,1
46,Private,D,1
38,Private,D,1
61,Private,D,1
25,Private,B,1
28,Private,C,1
37,Private,C,1
47,Private,D,1
61,Private,F,1
32,Private,C,1
27,Private,C,1
29,Private,C,1
35,Private,F,0
29,Private,B,1
30,Private,C,1
46,Private,D,1
34,Private,C,1
42,Private,D,1
53,Private,F,0
23,Private,C,1
33,Private,A,1
36,Private,D,1
36,Private,B,1
26,Private,C,1
44,Private,D,0
25,Private,D,0
34,Private,C,1
35,Private,D,1
32,Private,A,1
36,Private,A,1
42,Private,D,1
31,Private,B,1
26,Private,C,1
20,Private,C,1
46,Private,D,1
56,Private,D,0
32,Private,C,1
36,Private,F,0
30,Private,B,1
30,Private,C,1
38,Private,F,0
27,Private,D,1
34,Private,D,0
40,Private,D,1
65,Private,D,1
33,Private,B,1
43,Private,A,1
38,Private,C,1
47,Private,D,0
42,Private,D,1
31,Private,B,1
30,Private,F,0
29,Private,B,1
46,Private,D,1
70,Private,F,1
39,Private,F,0
42,Private,F,0
43,Private,D,0
22,Private,D,0
43,Private,D,1
34,Private,F,0
48,Private,F,0
44,Private,B,1
20,Private,D,1
44,Private,D,1
37,Private,A,1
53,Private,F,0
53,Private,D,1
28,Private,C,1
36,Private,F,1
42,Private,B,1
21,Private,C,1
47,Private,D,1
35,Private,D,0
37,Private,C,1
26,Private,C,1
40,Private,D,1
28,Private,C,1
57,Private,D,1
23,Private,B,1
20,Private,A,1
43,Private,A,1
24,Private,C,1
57,Private,F,0
57,Private,D,1
65,Private,D,1
28,Private,A,1
35,Private,C,1
52,Private,D,1
40,Private,D,1
32,Private,D,1
20,Private,C,1
26,Private,C,1
37,Private,F,0
28,Private,C,1
28,Private,C,1
23,Private,A,1
33,Private,C,1
56,Private,D,1
33,Private,C,1
54,Private,D,1
39,Private,F,0
38,Private,D,1
33,Private,B,1
49,Private,C,1
30,Private,D,1
51,Private,D,1
30,Private,C,1
38,Private,A,1
49,Private,F,0
20,Private,C,1
22,Private,C,1
22,Private,C,1
36,Private,F,0
47,Private,F,0
45,Private,D,0
31,Private,C,1
51,Private,D,1
30,Private,B,1
52,Private,D,0
46,Private,D,1
56,Private,F,1
47,Private,F,0
28,Private,C,1
27,Private,C,1
39,Private,F,0
20,Private,B,1
65,Private,F,0
30,Private,C,1
41,Private,F,0
25,Private,C,1
46,Private,D,0
37,Private,C,1
23,Private,C,1
38,Private,A,1
27,Private,C,1
44,Private,C,1
32,Private,A,1
25,Private,C,1
32,Private,D,1
29,Private,C,1
46,Private,F,0
48,Private,F,0
70,Private,D,1
30,Private,C,1
47,Private,F,0
45,Private,F,0
35,Private,D,1
32,Private,B,1
51,Private,D,0
37,Private,A,1
28,Private,C,1
33,Private,D,0
60,Private,D,1
54,Private,D,1
30,Private,B,1
45,Private,D,0
35,Private,B,1
34,Private,D,1
42,Private,B,1
23,Private,B,1
30,Private,D,1
26,Private,C,1
35,Private,C,1
27,Private,C,1
33,Private,D,1
27,Private,C,1
46,Private,D,0
23,Private,B,1
39,Private,C,1
34,Private,D,1
33,Private,C,1
28,Private,D,1
60,Private,D,1
61,Private,D,1
35,Private,C,1
30,Private,C,1
32,Private,A,1
41,Private,D,1
46,Private,D,0
45,Private,D,0
29,Private,C,1
36,Private,C,1
33,Private,A,1
25,Private,C,1
20,Private,B,1
32,Private,A,1
20,Private,C,1
48,Private,F,0
25,Private,C,1
25,Private,C,1
46,Private,F,0
58,Private,D,1
33,Private,B,1
24,Private,C,1
42,Private,F,0
70,Private,D,1
40,Private,F,1
29,Private,D,0
61,Private,D,0
42,Private,D,1
36,Private,C,1
40,Private,D,1
44,Private,F,0
29,Private,C,1
41,Private,D,1
33,Private,C,1
39,Private,F,0
29,Private,C,1
57,Private,D,1
41,Private,C,1
20,Private,C,1
21,Private,A,1
50,Private,F,0
55,Private,F,0
23,Private,B,1
31,Private,C,1
38,Private,F,0
31,Private,B,1
41,Private,F,0
27,Private,D,1
41,Private,D,1
25,Private,B,1
46,Private,F,0
39,Private,A,1
44,Private,D,0
31,Private,C,1
25,Private,C,1
43,Private,F,0
31,Private,D,0
38,Private,B,1
20,Private,C,1
32,Private,F,0
62,Private,D,1
46,Private,D,1
39,Private,D,1
21,Private,C,1
36,Private,B,1
29,Private,C,1
29,Private,B,1
29,Private,C,1
61,Private,D,1
60,Private,D,1
58,Private,F,0
35,Private,C,1
51,Private,D,1
20,Private,A,1
57,Private,D,0
30,Private,F,0
30,Private,C,1
31,Private,B,1
35,Private,B,1
54,Private,F,0
37,Private,F,0
50,Private,F,0
55,Private,D,1
36,Private,A,1
30,Private,C,1
34,Private,D,1
36,Private,D,1
44,Private,D,1
35,Private,F,0
44,Private,D,1
24,Private,B,1
27,Private,B,1
30,Private,B,1
37,Private,F,0
40,Private,D,0
35,Private,B,1
30,Private,A,1
48,Private,D,0
38,Private,F,0
21,Private,B,1
34,Private,A,1
63,Private,D,1
40,Private,D,0
34,Private,C,1
37,Private,C,1
24,Private,A,1
39,Private,A,1
48,Private,D,1
40,Private,D,0
30,Private,C,1
43,Private,F,0
35,Private,D,1
32,Private,C,1
40,Private,F,0
43,Private,F,0
51,Private,D,1
51,Private,D,1
57,Private,F,0
49,Private,D,1
22,Private,C,1
51,Private,F,1
37,Private,B,1
56,Private,F,0
32,Private,C,1
45,Private,F,0
23,Private,C,1
44,Private,C,1
42,Private,C,1
37,Private,D,1
39,Private,F,0
29,Private,A,1
42,Private,F,1
49,Private,D,1
26,Private,C,1
34,Private,B,1
44,Private,F,0
42,Private,D,1
38,Private,D,1
20,Private,C,1
26,Private,C,1
52,Private,D,0
31,Private,C,1
53,Private,F,0
47,Private,F,1
30,Private,C,1
47,Private,F,0
24,Private,C,1
44,Private,F,1
50,Private,D,0
30,Private,F,0
40,Private,D,1
54,Private,D,0
35,Private,D,1
36,Private,C,1
24,Private,B,1
48,Private,D,1
51,Private,F,0
44,Private,D,1
26,Private,A,1
38,Private,C,1
37,Private,C,1
31,Private,C,1
44,Private,D,1
34,Private,F,0
26,Private,C,1
35,Private,D,1
28,Private,B,1
39,Private,D,0
31,Private,B,1
22,Private,B,1
43,Private,D,0
24,Private,C,1
43,Private,D,1
54,Private,D,1
57,Private,D,0
65,Private,F,0
51,Private,D,1
49,Private,F,0
24,Private,B,1
31,Private,C,1
43,Private,F,0
28,Private,A,1
30,Private,F,0
27,Private,D,1
27,Private,D,0
34,Private,C,1
52,Private,F,0
38,Private,F,0
33,Private,D,1
50,Private,F,0
37,Private,B,1
40,Private,D,1
41,Private,F,0
60,Private,F,0
66,Private,F,0
43,Private,D,1
21,Private,B,1
22,Private,C,1
37,Private,F,1
26,Private,B,1
36,Private,D,1
38,Private,F,0
33,Private,F,0
49,Private,C,1
32,Private,C,1
23,Private,B,1
40,Private,C,1
55,Private,D,1
27,Private,A,1
34,Private,B,1
58,Private,F,1
60,Private,D,0
22,Private,C,1
34,Private,D,0
25,Private,C,1
30,Private,B,1
23,Private,D,1
33,Private,B,1
62,Private,D,1
20,Private,C,1
65,Private,F,0
30,Private,F,0
36,Private,C,1
49,Private,F,0
34,Private,C,1
59,Private,D,1
48,Private,F,1
45,Private,D,1
31,Private,F,0
38,Private,C,1
54,Private,D,1
31,Private,F,1
45,Private,D,1
36,Private,A,1
36,Private,B,1
30,Private,D,1
37,Private,C,1
22,Private,C,1
28,Private,B,1
26,Private,A,1
34,Private,F,1
38,Private,D,0
23,Private,D,0
54,Private,D,1
34,Private,A,1
29,Private,C,1
26,Private,C,1
35,Private,A,1
51,Private,D,0
21,Private,C,1
44,Private,D,0
38,Private,D,1
20,Private,A,1
36,Private,A,1
47,Private,D,1
50,Private,F,0
43,Private,B,1
24,Private,C,1
29,Private,B,1
26,Private,C,1
33,Private,C,1
70,Private,D,1
39,Private,C,1
46,Private,F,0
32,Private,B,1
35,Private,C,1
58,Private,D,1
30,Private,F,0
44,Private,D,1
70,Private,D,1
42,Private,F,0
43,Private,F,0
20,Private,C,1
31,Private,C,1
38,Private,F,0
55,Private,F,0
35,Private,C,1
35,Private,C,1
32,Private,A,1
43,Private,F,0
29,Private,F,0
33,Private,C,1
27,Private,C,1
39,Private,A,1
24,Private,C,1
37,Private,C,1
43,Private,C,1
21,Private,C,1
24,Private,C,1
37,Private,B,1
32,Private,B,1
35,Private,C,1
34,Private,F,0
37,Private,D,0
63,Private,D,0
59,Private,F,0
46,Private,D,1
33,Private,B,1
40,Private,C,1
34,Private,C,1
46,Private,D,1
43,Private,F,1
29,Private,B,1
38,Private,B,1
40,Private,F,0
20,Private,B,1
33,Private,B,1
32,Private,B,1
28,Private,B,1
32,Private,C,1
38,Private,F,1
34,Private,F,0
32,Private,C,1
57,Private,D,0
52,Private,D,0
30,Private,A,1
37,Private,C,1
41,Private,C,1
38,Private,D,0
55,Private,F,0
57,Private,D,1
44,Private,F,0
42,Private,D,1
31,Private,B,1
40,Private,D,1
41,Private,F,0
34,Private,D,0
41,Private,D,1
31,Private,B,1
26,Private,B,1
43,Private,D,1
22,Private,C,1
30,Private,B,1
31,Private,A,1
62,Private,D,1
34,Private,C,1
36,Private,F,0
42,Private,D,0
33,Private,C,1
20,Private,D,1
53,Private,D,0
46,Private,D,0
38,Private,F,0
36,Private,B,1
32,Private,A,1
33,Private,D,1
33,Private,B,1
39,Private,D,0
44,Private,C,1
56,Private,F,0
46,Private,D,0
31,Private,F,0
29,Private,C,1
50,Private,D,1
51,Private,F,0
51,Private,F,0
54,Private,D,1
42,Private,D,1
41,Private,D,1
23,Private,B,1
40,Private,A,1
39,Private,F,0
20,Private,C,1
36,Private,F,0
55,Private,D,1
56,Private,F,0
45,Private,D,1
39,Private,D,1
47,Private,D,1
34,Private,B,1
29,Private,A,1
20,Private,D,1
32,Private,C,1
37,Private,B,1
30,Private,C,1
46,Private,D,1
48,Private,F,0
20,Private,C,1
36,Private,D,0
29,Private,F,1
27,Private,A,1
48,Private,D,1
42,Private,C,1
42,Private,D,0
55,Private,D,0
20,Private,C,1
27,Private,C,1
46,Private,D,1
37,Private,B,1
26,Private,F,0
56,Private,D,0
33,Private,F,0
55,Private,D,1
28,Private,C,1
38,Private,D,0
45,Private,D,1
31,Private,A,1
40,Private,F,0
32,Private,B,1
20,Private,C,1
23,Private,B,1
36,Private,C,1
65,Private,D,1
44,Private,F,0
34,Private,D,0
42,Private,F,0
22,Private,B,1
38,Private,B,1
41,Private,D,1
28,Private,B,1
48,Private,F,0
36,Private,C,1
31,Private,A,1
49,Private,D,1
44,Private,F,1
47,Private,F,0
26,Private,C,1
20,Private,A,1
60,Private,D,1
37,Private,C,1
49,Private,D,0
25,Private,B,1
37,Private,B,1
37,Private,C,1
42,Private,C,1
29,Private,C,1
40,Private,D,1
25,Private,C,1
28,Private,A,1
23,Private,A,1
29,Private,C,1
36,Private,F,1
60,Private,D,1
30,Private,C,1
38,Private,F,0
30,Private,B,1
30,Private,C,1
48,Private,F,0
31,Private,B,1
58,Private,D,0
32,Private,C,1
29,Private,C,1
50,Private,F,0
36,Private,D,0
42,Private,D,0
39,Private,D,0
52,Private,D,1
31,Private,C,1
37,Private,F,0
28,Private,C,1
24,Private,A,1
32,Private,C,1
37,Private,D,1
38,Private,C,1
47,Private,D,1
34,Private,A,1
42,Private,F,0
25,Private,B,1
36,Private,B,1
27,Private,C,1
27,Private,B,1
34,Private,C,1
49,Private,F,0
29,Private,C,1
22,Private,C,1
52,Private,F,0
27,Private,C,1
26,Private,C,1
46,Private,D,0
30,Private,B,1
42,Private,F,0
35,Private,A,1
43,Private,D,1
23,Private,C,1
52,Private,F,0
25,Private,C,1
51,Private,D,1
41,Private,C,1
31,Private,B,1
21,Private,A,1
32,Private,B,1
28,Private,C,1
43,Private,D,1
28,Private,B,1
21,Private,C,1
49,Private,D,1
33,Private,A,1
31,Private,B,1
39,Private,B,1
31,Private,C,1
59,Private,D,1
37,Private,F,0
32,Private,D,0
43,Private,D,1
48,Private,F,0
56,Private,D,1
22,Private,B,1
50,Private,F,0
30,Private,A,1
31,Private,D,1
37,Private,F,0
65,Private,D,1
51,Private,D,1
61,Private,D,1
32,Private,B,1
50,Private,D,1
39,Private,D,1
35,Private,D,0
43,Private,D,0
23,Private,D,1
48,Private,D,1
30,Private,C,1
20,Private,C,1
34,Private,B,1
39,Private,D,1
53,Private,D,0
33,Private,B,1
34,Private,C,1
26,Private,C,1
42,Private,F,0
27,Private,B,1
29,Private,F,0
34,Private,B,1
61,Private,F,0
35,Private,C,1
36,Private,F,0
36,Private,B,1
31,Private,F,1
29,Private,F,0
28,Private,C,1
40,Private,D,0
38,Private,D,1
45,Private,B,1
31,Private,F,0
50,Private,F,0
28,Private,D,0
33,Private,A,1
33,Private,B,1
26,Private,F,0
39,Private,C,1
59,Private,F,0
37,Private,B,1
27,Private,C,1
53,Private,D,1
29,Private,C,1
47,Private,D,0
52,Private,D,1
38,Private,C,1
39,Private,F,0
20,Private,C,1
49,Private,F,0
55,Private,F,1
52,Private,D,1
37,Private,C,1
49,Private,D,0
31,Private,B,1
36,Private,A,1
34,Private,F,0
30,Private,C,1
57,Private,D,1
21,Private,B,1
28,Private,C,1
44,Private,B,1
45,Private,D,1
34,Private,F,0
40,Private,F,0
54,Private,D,1
40,Private,C,1
20,Private,B,1
32,Private,A,1
47,Private,D,1
20,Private,A,1
44,Private,C,1
52,Private,F,0
38,Private,F,0
29,Private,B,1
62,Private,D,0
27,Private,C,1
48,Private,F,1
37,Private,A,1
26,Private,C,1
43,Private,D,1
44,Private,C,1
30,Private,C,1
41,Private,D,0
47,Private,D,1
49,Private,D,0
30,Private,D,1
52,Private,D,0
39,Private,C,1
42,Private,D,1
32,Private,F,0
32,Private,F,0
31,Private,F,0
54,Private,F,0
23,Private,C,1
29,Private,B,1
20,Private,C,1
35,Private,D,0
22,Private,B,1
54,Private,D,1
23,Private,A,1
55,Private,D,1
23,Private,D,0
33,Private,B,1
40,Private,F,0
25,Private,A,1
32,Private,C,1
39,Private,D,0
48,Private,D,0
29,Private,C,1
47,Private,F,0
33,Private,C,1
38,Private,F,0
22,Private,C,1
27,Private,C,1
37,Private,D,0
29,Private,F,0
33,Private,C,1
46,Private,F,0
51,Private,D,1
37,Private,A,1
34,Private,D,1
30,Private,B,1
46,Private,D,0
46,Private,D,1
28,Private,C,1
40,Private,F,0
37,Private,C,1
24,Private,C,1
38,Private,B,1
44,Private,D,1
20,Private,C,1
23,Private,C,1
46,Private,D,1
27,Private,C,1
38,Private,C,1
20,Private,D,1
32,Private,C,1
22,Private,C,1
34,Private,C,1
36,Private,F,0
20,Private,F,0
30,Private,C,1
26,Private,C,1
23,Private,C,1
32,Private,F,1
28,Private,C,1
45,Private,F,0
54,Private,F,0
29,Private,C,1
27,Private,C,1
58,Private,D,1
31,Private,B,1
45,Private,D,0
24,Private,C,1
30,Private,B,1
40,Private,C,1
30,Private,A,1
28,Private,C,1
32,Private,C,1
28,Private,F,0
35,Private,A,1
53,Private,F,1
40,Private,B,1
51,Private,D,0
47,Private,D,0
35,Private,D,1
34,Private,B,1
28,Private,C,1
20,Private,A,1
39,Private,B,1
68,Private,F,0
32,Private,C,1
35,Private,D,0
45,Private,D,0
51,Private,D,1
37,Private,D,0
53,Private,D,1
30,Private,D,0
42,Private,D,0
64,Private,F,1
36,Private,C,1
30,Private,F,0
26,Private,D,1
62,Private,D,1
35,Private,D,0
41,Private,D,1
54,Private,F,0
44,Private,F,0
26,Private,F,0
56,Private,D,1
21,Private,C,1
41,Private,D,0
63,Private,D,1
57,Private,D,0
46,Private,D,1
27,Private,C,1
28,Private,D,1
43,Private,D,1
43,Private,C,1
20,Private,C,1
32,Private,D,1
27,Private,C,1
44,Private,F,0
70,Private,F,0
50,Private,D,1
42,Private,B,1
38,Private,D,1
61,Private,D,1
52,Private,D,1
43,Private,D,1
37,Private,D,0
27,Private,C,1
52,Private,D,1
26,Private,B,1
31,Private,D,1
31,Private,D,1
28,Private,B,1
57,Private,F,0
31,Private,C,1
26,Private,F,0
30,Private,C,1
51,Private,F,0
30,Private,C,1
43,Private,F,0
34,Private,C,1
45,Private,D,1
38,Private,F,1
45,Private,F,1
49,Private,F,0
32,Private,C,1
22,Private,C,1
47,Private,F,0
37,Private,D,1
32,Private,F,1
20,Private,B,1
28,Private,C,1
36,Private,D,1
40,Private,D,1
26,Private,C,1
29,Private,C,1
32,Private,B,1
50,Private,D,0
44,Private,F,0
48,Private,D,1
26,Private,A,1
36,Private,D,1
27,Private,C,1
31,Private,C,1
54,Private,D,0
54,Private,F,0
24,Private,B,1
48,Private,F,0
20,Private,C,1
39,Private,C,1
43,Private,F,0
30,Private,C,1
59,Private,D,1
20,Private,B,1
27,Private,B,1
25,Private,B,1
50,Private,D,1
39,Private,F,0
53,Private,F,0
36,Private,B,1
34,Private,A,1
44,Private,F,0
38,Private,C,1
52,Private,F,0
24,Private,C,1
39,Private,D,0
49,Private,C,1
20,Private,C,1
24,Private,C,1
62,Private,F,0
45,Private,F,0
34,Private,C,1
39,Private,F,0
48,Private,D,1
39,Private,D,1
26,Private,B,1
31,Private,C,1
37,Private,B,1
48,Private,D,1
33,Private,C,1
37,Private,B,1
45,Private,D,0
45,Private,D,1
48,Private,F,0
60,Private,F,0
29,Private,B,1
31,Private,D,1
38,Private,B,1
23,Private,B,1
24,Private,C,1
34,Private,B,1
39,Private,C,1
20,Private,B,1
34,Private,F,0
50,Private,F,0
53,Private,D,1
62,Private,F,1
47,Private,D,1
55,Private,F,0
38,Private,F,0
32,Private,B,1
41,Private,F,0
52,Private,F,0
44,Private,D,1
